Position,Track Name,Artist,Streams,URL,Date
36,Someone You Loved,Lewis Capaldi,558636,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,1/12/2020
37,Memories,Maroon 5,557235,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,1/12/2020
38,Robbery,Juice WRLD,524693,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,1/12/2020
39,Suge,DaBaby,521788,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,1/12/2020
40,High Fashion (feat. Mustard),Roddy Ricch,516403,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,1/12/2020
41,Ransom,Lil Tecca,510314,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1/12/2020
42,223's (feat. 9lokknine),YNW Melly,496733,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,1/12/2020
43,bad guy,Billie Eilish,478763,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,1/12/2020
44,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,470376,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,1/12/2020
45,Money In The Grave (Drake ft. Rick Ross),Drake,441040,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,1/12/2020
46,Truth Hurts,Lizzo,439619,https://open.spotify.com/track/5qmq61DAAOUaW8AUo8xKhh,1/12/2020
47,Eleven,Khalid,435904,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,1/12/2020
48,Start Wit Me (feat. Gunna),Roddy Ricch,426576,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,1/12/2020
49,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,423043,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,1/12/2020
50,GOODMORNINGTOKYO!,TOKYO'S REVENGE,413242,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,1/12/2020
1,The Box,Roddy Ricch,3483960,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,1/13/2020
2,Life Is Good (feat. Drake),Future,2761175,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,1/13/2020
3,Good News,Mac Miller,1388757,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,1/13/2020
4,ROXANNE,Arizona Zervas,1310788,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,1/13/2020
5,BOP,DaBaby,1198835,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,1/13/2020
6,Yummy,Justin Bieber,1129757,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,1/13/2020
7,Circles,Post Malone,1107536,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,1/13/2020
8,Futsal Shuffle 2020,Lil Uzi Vert,1018805,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,1/13/2020
9,Falling,Trevor Daniel,999491,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,1/13/2020
10,Bandit (with YoungBoy Never Broke Again),Juice WRLD,973438,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,1/13/2020
11,Dance Monkey,Tones And I,966188,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1/13/2020
12,Suicidal,YNW Melly,957823,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,1/13/2020
13,Rare,Selena Gomez,946361,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,1/13/2020
14,Ballin' (with Roddy Ricch),Mustard,935070,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,1/13/2020
15,Blinding Lights,The Weeknd,882132,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,1/13/2020
16,everything i wanted,Billie Eilish,844566,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,1/13/2020
17,You should be sad,Halsey,833530,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao,1/13/2020
18,Sum 2 Prove,Lil Baby,815600,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,1/13/2020
19,Adore You,Harry Styles,812457,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,1/13/2020
20,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,776069,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,1/13/2020
21,Lose You To Love Me,Selena Gomez,764573,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,1/13/2020
22,Don't Start Now,Dua Lipa,761673,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,1/13/2020
23,SUGAR,BROCKHAMPTON,744119,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,1/13/2020
24,My Oh My (feat. DaBaby),Camila Cabello,705498,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,1/13/2020
25,VIBEZ,DaBaby,703187,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,1/13/2020
26,hot girl bummer,blackbear,696620,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,1/13/2020
27,No Idea,Don Toliver,691478,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,1/13/2020
28,Woah,Lil Baby,687184,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,1/13/2020
29,Say So,Doja Cat,678414,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,1/13/2020
30,Heartless,The Weeknd,666139,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,1/13/2020
31,OUT WEST (feat. Young Thug),JACKBOYS,664095,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,1/13/2020
32,Watermelon Sugar,Harry Styles,654376,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,1/13/2020
33,HIGHEST IN THE ROOM,Travis Scott,632709,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,1/13/2020
34,High Fashion (feat. Mustard),Roddy Ricch,631971,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,1/13/2020
35,Someone You Loved,Lewis Capaldi,628944,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,1/13/2020
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,618548,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,1/13/2020
37,Memories,Maroon 5,591849,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,1/13/2020
38,Lucid Dreams,Juice WRLD,544998,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,1/13/2020
39,Suge,DaBaby,540961,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,1/13/2020
40,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,525800,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,1/13/2020
41,Eleven,Khalid,520531,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,1/13/2020
42,Robbery,Juice WRLD,520404,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,1/13/2020
43,bad guy,Billie Eilish,490801,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,1/13/2020
44,223's (feat. 9lokknine),YNW Melly,476318,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,1/13/2020
45,Ransom,Lil Tecca,476168,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1/13/2020
46,Start Wit Me (feat. Gunna),Roddy Ricch,468918,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,1/13/2020
47,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,466660,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,1/13/2020
48,GOODMORNINGTOKYO!,TOKYO'S REVENGE,464656,https://open.spotify.com/track/0Q2n5yzl2XRqYbV77tZNYp,1/13/2020
49,Money In The Grave (Drake ft. Rick Ross),Drake,461442,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,1/13/2020
50,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,456434,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,1/13/2020
1,The Box,Roddy Ricch,3644167,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,1/14/2020
2,Life Is Good (feat. Drake),Future,2806810,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,1/14/2020
3,ROXANNE,Arizona Zervas,1339344,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,1/14/2020
4,Good News,Mac Miller,1327251,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,1/14/2020
5,BOP,DaBaby,1258369,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,1/14/2020
6,Circles,Post Malone,1126355,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,1/14/2020
7,Yummy,Justin Bieber,1107175,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,1/14/2020
8,Futsal Shuffle 2020,Lil Uzi Vert,1041934,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,1/14/2020
9,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1025904,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,1/14/2020
10,Suicidal,YNW Melly,1016888,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,1/14/2020
11,Falling,Trevor Daniel,1014124,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,1/14/2020
12,Dance Monkey,Tones And I,989424,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1/14/2020
13,Ballin' (with Roddy Ricch),Mustard,971888,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,1/14/2020
14,Rare,Selena Gomez,944787,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,1/14/2020
15,Blinding Lights,The Weeknd,896518,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,1/14/2020
16,everything i wanted,Billie Eilish,864431,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,1/14/2020
17,You should be sad,Halsey,858633,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao,1/14/2020
18,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,806025,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,1/14/2020
19,Adore You,Harry Styles,805735,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,1/14/2020
20,Don't Start Now,Dua Lipa,797683,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,1/14/2020
21,Sum 2 Prove,Lil Baby,792247,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,1/14/2020
22,Lose You To Love Me,Selena Gomez,775940,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,1/14/2020
23,SUGAR,BROCKHAMPTON,752309,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,1/14/2020
24,My Oh My (feat. DaBaby),Camila Cabello,722314,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,1/14/2020
25,VIBEZ,DaBaby,722079,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,1/14/2020
26,hot girl bummer,blackbear,716536,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,1/14/2020
27,Woah,Lil Baby,714179,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,1/14/2020
28,No Idea,Don Toliver,698542,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,1/14/2020
29,Say So,Doja Cat,694314,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,1/14/2020
30,Heartless,The Weeknd,678886,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,1/14/2020
31,OUT WEST (feat. Young Thug),JACKBOYS,668581,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,1/14/2020
32,High Fashion (feat. Mustard),Roddy Ricch,668246,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,1/14/2020
33,Watermelon Sugar,Harry Styles,654333,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,1/14/2020
34,HIGHEST IN THE ROOM,Travis Scott,650762,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,1/14/2020
35,Someone You Loved,Lewis Capaldi,637104,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,1/14/2020
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,627016,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,1/14/2020
37,Memories,Maroon 5,603156,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,1/14/2020
38,Suge,DaBaby,561401,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,1/14/2020
39,Lucid Dreams,Juice WRLD,557517,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,1/14/2020
40,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,547727,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,1/14/2020
41,Robbery,Juice WRLD,535059,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,1/14/2020
42,Eleven,Khalid,528322,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,1/14/2020
43,Tusa,KAROL G,508689,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,1/14/2020
44,bad guy,Billie Eilish,502407,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,1/14/2020
45,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,496753,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,1/14/2020
46,Start Wit Me (feat. Gunna),Roddy Ricch,492422,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,1/14/2020
47,Ransom,Lil Tecca,490779,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1/14/2020
48,223's (feat. 9lokknine),YNW Melly,487515,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,1/14/2020
49,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,486837,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,1/14/2020
50,Money In The Grave (Drake ft. Rick Ross),Drake,479182,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,1/14/2020
1,The Box,Roddy Ricch,3624169,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,1/15/2020
2,Life Is Good (feat. Drake),Future,2716089,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,1/15/2020
3,ROXANNE,Arizona Zervas,1347385,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,1/15/2020
4,BOP,DaBaby,1270887,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,1/15/2020
5,Good News,Mac Miller,1214707,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,1/15/2020
6,Circles,Post Malone,1130051,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,1/15/2020
7,Suicidal,YNW Melly,1076095,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,1/15/2020
8,Yummy,Justin Bieber,1064662,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,1/15/2020
9,Futsal Shuffle 2020,Lil Uzi Vert,1038908,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,1/15/2020
10,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1032092,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,1/15/2020
11,Falling,Trevor Daniel,1017377,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,1/15/2020
12,Dance Monkey,Tones And I,987431,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1/15/2020
13,Ballin' (with Roddy Ricch),Mustard,986414,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,1/15/2020
14,Rare,Selena Gomez,902357,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,1/15/2020
15,Blinding Lights,The Weeknd,889032,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,1/15/2020
16,everything i wanted,Billie Eilish,866469,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,1/15/2020
17,You should be sad,Halsey,836383,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao,1/15/2020
18,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,809874,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,1/15/2020
19,Don't Start Now,Dua Lipa,799682,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,1/15/2020
20,Adore You,Harry Styles,795790,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,1/15/2020
21,Sum 2 Prove,Lil Baby,776772,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,1/15/2020
22,Lose You To Love Me,Selena Gomez,760207,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,1/15/2020
23,SUGAR,BROCKHAMPTON,758150,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,1/15/2020
24,VIBEZ,DaBaby,730400,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,1/15/2020
25,Woah,Lil Baby,725757,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,1/15/2020
26,hot girl bummer,blackbear,720789,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,1/15/2020
27,My Oh My (feat. DaBaby),Camila Cabello,716908,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,1/15/2020
28,No Idea,Don Toliver,702389,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,1/15/2020
29,Say So,Doja Cat,700597,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,1/15/2020
30,High Fashion (feat. Mustard),Roddy Ricch,683913,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,1/15/2020
31,Heartless,The Weeknd,671562,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,1/15/2020
32,OUT WEST (feat. Young Thug),JACKBOYS,662494,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,1/15/2020
33,HIGHEST IN THE ROOM,Travis Scott,656249,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,1/15/2020
34,Watermelon Sugar,Harry Styles,646671,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,1/15/2020
35,Someone You Loved,Lewis Capaldi,641497,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,1/15/2020
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,636554,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,1/15/2020
37,Memories,Maroon 5,605912,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,1/15/2020
38,Lucid Dreams,Juice WRLD,568839,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,1/15/2020
39,Suge,DaBaby,568381,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,1/15/2020
40,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,551704,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,1/15/2020
41,Eleven,Khalid,544349,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,1/15/2020
42,Robbery,Juice WRLD,542176,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,1/15/2020
43,bad guy,Billie Eilish,522061,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,1/15/2020
44,Tusa,KAROL G,514326,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,1/15/2020
45,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,506463,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,1/15/2020
46,Ransom,Lil Tecca,499498,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1/15/2020
47,223's (feat. 9lokknine),YNW Melly,497940,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,1/15/2020
48,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,495728,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,1/15/2020
49,Start Wit Me (feat. Gunna),Roddy Ricch,492089,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,1/15/2020
50,Money In The Grave (Drake ft. Rick Ross),Drake,490005,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,1/15/2020
1,The Box,Roddy Ricch,3577849,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,1/16/2020
2,Life Is Good (feat. Drake),Future,2672194,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,1/16/2020
3,ROXANNE,Arizona Zervas,1345289,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,1/16/2020
4,BOP,DaBaby,1266755,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,1/16/2020
5,Good News,Mac Miller,1144993,https://open.spotify.com/track/3ClBKQkKoaUQ6UOhe2xlJK,1/16/2020
6,Circles,Post Malone,1110444,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,1/16/2020
7,Suicidal,YNW Melly,1097742,https://open.spotify.com/track/1iSqfoUFnQwV0QW1EfUit8,1/16/2020
8,Yummy,Justin Bieber,1045032,https://open.spotify.com/track/41L3O37CECZt3N7ziG2z7l,1/16/2020
9,Bandit (with YoungBoy Never Broke Again),Juice WRLD,1027437,https://open.spotify.com/track/6Gg1gjgKi2AK4e0qzsR7sd,1/16/2020
10,Falling,Trevor Daniel,1017989,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,1/16/2020
11,Futsal Shuffle 2020,Lil Uzi Vert,1015670,https://open.spotify.com/track/2Ec33AVlkTTq8BHFgBTdQs,1/16/2020
12,Ballin' (with Roddy Ricch),Mustard,977811,https://open.spotify.com/track/3QzAOrNlsabgbMwlZt7TAY,1/16/2020
13,Dance Monkey,Tones And I,966994,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,1/16/2020
14,Rare,Selena Gomez,882870,https://open.spotify.com/track/7HMmFQsKsljwTw8bS7lu19,1/16/2020
15,Blinding Lights,The Weeknd,870667,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,1/16/2020
16,You should be sad,Halsey,853023,https://open.spotify.com/track/2usxQITOSDqvkYiI0oIwao,1/16/2020
17,everything i wanted,Billie Eilish,850396,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,1/16/2020
18,TOES (feat. Lil Baby & Moneybagg Yo),DaBaby,801919,https://open.spotify.com/track/2FvD20Z8aoWIePi7PoN8sG,1/16/2020
19,Don't Start Now,Dua Lipa,785724,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,1/16/2020
20,Adore You,Harry Styles,779005,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7,1/16/2020
21,Sum 2 Prove,Lil Baby,759836,https://open.spotify.com/track/2u3EyuCqqV31woqGvO9LBz,1/16/2020
22,SUGAR,BROCKHAMPTON,752702,https://open.spotify.com/track/6U0FIYXCQ3TGrk4tFpLrEA,1/16/2020
23,Lose You To Love Me,Selena Gomez,737960,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi,1/16/2020
24,VIBEZ,DaBaby,732808,https://open.spotify.com/track/0fySG6A6qLE8IvDpayb5bM,1/16/2020
25,Woah,Lil Baby,728974,https://open.spotify.com/track/598yNsG1JFrGd4n2kMoz7F,1/16/2020
26,hot girl bummer,blackbear,714002,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,1/16/2020
27,My Oh My (feat. DaBaby),Camila Cabello,706814,https://open.spotify.com/track/3yOlyBJuViE2YSGn3nVE1K,1/16/2020
28,Say So,Doja Cat,706609,https://open.spotify.com/track/3Dv1eDb0MEgF93GpLXlucZ,1/16/2020
29,No Idea,Don Toliver,697699,https://open.spotify.com/track/3VyjsVV24RmBIbWJAeUJNu,1/16/2020
30,High Fashion (feat. Mustard),Roddy Ricch,680731,https://open.spotify.com/track/07KXEDMj78x68D884wgVEm,1/16/2020
31,Eleven,Khalid,656318,https://open.spotify.com/track/1ToprX3cpBiXoAe5eNSk74,1/16/2020
32,Heartless,The Weeknd,648834,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,1/16/2020
33,HIGHEST IN THE ROOM,Travis Scott,644421,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,1/16/2020
34,OUT WEST (feat. Young Thug),JACKBOYS,643891,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw,1/16/2020
35,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,635433,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,1/16/2020
36,Someone You Loved,Lewis Capaldi,633898,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,1/16/2020
37,Watermelon Sugar,Harry Styles,625622,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY,1/16/2020
38,Memories,Maroon 5,596516,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,1/16/2020
39,Lucid Dreams,Juice WRLD,572661,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,1/16/2020
40,Suge,DaBaby,557379,https://open.spotify.com/track/2gwkD6igEhQbDQegRCcdoB,1/16/2020
41,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,546567,https://open.spotify.com/track/7h0d2h0fUmzbs7zeFigJPn,1/16/2020
42,Robbery,Juice WRLD,543316,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ,1/16/2020
43,Tusa,KAROL G,515296,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,1/16/2020
44,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,509503,https://open.spotify.com/track/4ea9w8c4ROqiZpJVhfBA3m,1/16/2020
45,bad guy,Billie Eilish,506734,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,1/16/2020
46,223's (feat. 9lokknine),YNW Melly,496585,https://open.spotify.com/track/29ZXwWOOLz9t5fa3eT3i7T,1/16/2020
47,Ransom,Lil Tecca,492925,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,1/16/2020
48,Money In The Grave (Drake ft. Rick Ross),Drake,491644,https://open.spotify.com/track/5ry2OE6R2zPQFDO85XkgRb,1/16/2020
49,Tip Toe (feat. A Boogie Wit da Hoodie),Roddy Ricch,489629,https://open.spotify.com/track/6ztvsy3C6hPjVg9j4x1XKJ,1/16/2020
50,Start Wit Me (feat. Gunna),Roddy Ricch,487550,https://open.spotify.com/track/7A20WnLkjtZU2d7hIB6Ziu,1/16/2020
1,The Box,Roddy Ricch,3781452,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I,1/17/2020
2,Godzilla (feat. Juice WRLD),Eminem,2573682,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ,1/17/2020
3,Life Is Good (feat. Drake),Future,2508076,https://open.spotify.com/track/5yY9lUy8nbvjM1Uyo1Uqoc,1/17/2020
